CleaningType,Dataset,SampleID,SampleText
Complete duplicates,EUbookshop,37,"— 389 L 0462: Treoir 89/462/CEE ón gComhairle an 18 lúil 1989 (IO Uimh. L 226, 3.8.1989, Ich. 8).
Má fhormheasann an Chomhairle agus an Pharlaimint ➌ an téacs comhpháirteach ina iomláine, glactar leis an ionstraim ➍.
Éifeacht fionraiochta
Ceapadh na rialacha atá ann faoi láthair, áfach, tráth a raibh an AE i bhfad níos lú, agus tráth nach raibh ar an AE aghaidh a thabhairt ar na dúshláin atá ann anois ar an leibhéal domhanda, ibhéal domhanda, da, e.g. athrú aeráide, lagtrá eacnamaíoch och idirnáisiúnta, idirnáisiúnta, nó an choireacht idirnáisiúnta trasteorann. orann.
Taipioca agus sag; taipioca agus sag tacair as stáirsí prátaí nó stáirsí eile"
Complete duplicates,EUbookshop,38,"Féadfaidh an Coimisiún moltaí a chur faoi bhráid na mBallstát maidir leis an Airteagal seo a chur i bhfeidhm.
179 H: An Ionstraim i dtaobh coinníollacha aon­tachais agus oiriúnuithe na gConarthaí — Aontachas na Poblachta Heilléanaí (IO Uimh. L 291, 19.11.1979, Ich. 17),
Gníomhóidh sí d'aontoil, áfach, nuair a bhaineann an comhaontú le réimse inar gá aontoilíocht chun gníomh Aontais a ghlacadh, i gcás comhaontuithe comhlachais agus i gcás na gcomhaontuithe dá dtagraítear in Airteagal III-319 leis na Stáit is iarrthóirí ar aontachas.
Nuair a dhéanfar achomharc chun na Cúirte faoi fhorálacha an Airteagail seo in aghaidh an chinnte sin nó in aghaidh an chinnte. sainráile nó intuigthe. ag diúltú a admháil go bhfuil an cor dá dtagraítear timas ann, is don Chúirt a chinneadh ce acu atá nó nach bhfuil foras ar fónamh leis an achomharc.
Is taifid is bonn don inúchóireacht agus, más gá, déanfar ar an bhfód é; is é is cuspóir di a shuiomh go bhfuarthas an t-ioncam uile agus gur tabhaiodh an caiteachas uile ar mhodh dleathach rialta agus go ndearnadh bainistíocht fhónta ar an airgeadas."
Complete duplicates,EUbookshop,39,"Dramhshíoda (lena n-áirítear cocúin atá neamhoiriúnach lena dtochras, nóilí síoda agus ceirteacha tarraingthe nó gaiméadaithe)
I rith an téarma pharlaimintigh seo caite, rinne na feisirí díospóireacht roinnt amannta ar staid ullmhúcháin na dtíortha iarrthacha.
Áiritheoidh Málta nach gcuirfear ar chor ar bith cóir níos sriantaí ar náisiúnach de Bhallstát ná mar a chuirfí ar náisiúnach tríú tíre.
Ballstáit a mbeidh comhaontuithe tugtha i gcrích acu le tríú tíortha, roimh theacht i bhfeidhm don Chonradh seo, a bhfuil foráil iontu le haghaidh comharaíochta i réimse an fhuinnimh núicléach, beidh orthu, i gcomhpháirt leis an gCoimisiún, dui ¡ mbun caibidlí mar ís gá leis na tríú Stáit sin chun a áirithiú go nglacfaidh an Comh phobal chuige féin, a mhéad is féidir, na cearta agus na hoibleagáidí a thiocfaidh as na comhaontuithe sin.
Sa mhéid go rachaidh na Ballstáit in árach an mhaolaithe sin, ní fhéadfaidh siad forálacha a dhéanamh i dtaobh coinníollacha iascaireachta sna huiscí sin ís lú srian ná na coinníollacha a bheidh i bhfeidhm tráth an aontachais."
Complete duplicates,EUbookshop,40,"Ni bheidh vota ag an gcathaoirleach.
Clanláimhsitheoirí meícniúla:
Láidrigh dearbhuithe i gCóbanhávan in 2002, Maastricht in 2004 agus Heilsincí in 2006 an comhoibriú i measc na mBallstát chun nuachóiriú a dhéanamh ar an ngairmoideachas agus an oiliúint.
Faoi réir na gcoinníollacha a leagtar sios sna Rialacha Nós Imeachta, féadfaidh an Chúirt Bhreithiúnais, tar éis di an tAbhcóide Ginearálta agus na páirtithe a éisteacht, an nós imeachta ó bhéal a fhágáil ar lar.
378 L 0686: Treoir 78/686/CEE ón gComhairle an 25 lúil 1978 maidir le dioplómaí, teastais agus cruthúnais eile ar cháilíochtaí foirmiúla fiaclóirí agus déidlianna a aithint go frithpháirteach, lena n-áirítear bearta chun feidhmiú éifeachtach an chirt bhunaíochta agus na saoirse chun seirbhísí a sholáthar a éascú (IO Uimh. L 233, 24.8.1878, Ich."
Complete duplicates,EUbookshop,41,"Ach go háirithe:
An bealach go Liospóin
Má bhíonn an Coiste Bainistíochta in aghaidh an iasacht nó an ráthaíocht a dheonú, cuirfidh sé na doiciméid iomchuí faoi bhráid an Bhord Stiúrthóirí mar aon lena thuairim.
* Fcic Airteagal 22 anseo roimhe seo.
Iarscríbhinn XV:"
Complete duplicates,EUbookshop,42,"Éisc Fhionnuisce
Cabhróidh príomhghné an treoirleabhair seo le saoránaigh teacht ar an modh cúitimh is éifeachtaí dá gcuid casaoidí.
Bainfidh foráluchu un Chonurthu seo leis nu criochu Eorpuchu u bhfuil Ballstát liceu.ich inu gcuidreumh euchtruch.
Faoi na teorainneacha agus faoi na coinníollacha arna nglacadh ag an gComhairle faoin nós imeachta atá leagtha síos ín Airteagal 42, beidh BCE i dteideal fineálacha nó íocaiochtaí pionósacha tréimhsiúla a ghearradh ar ghnóthais muru gcomh­lionfar na hoibleagáidí faoina rialacháin agus faoina chinnti.
Beidh dlínse ag an gCúirt Chéadchéime caingne nó imeachtaí arna dtionscnamh i gcoinne breitheanna ó na painéil bhreithiúnacha arna geur ar bun de bhun Airteagal 140b a éisteacht agus a chinneadh."
Complete duplicates,EUbookshop,43,"Rannchuideoidh na Ballstáit, trína mbeartais fostaíochta, leis na cuspóirí dá dtagraítear in Airteagal III-203 a ghnóthú ar dhóigh is comhchuí le mór-threoirlínte bheartais eacnamaíocha na mBallstát agus an Aontais arna nglacadh de bhun Airteagal III-179(2).
Féadfaidh an Coimisiún, más gá, cinneadh ar stoic éigeandála a thiomargadh.
Cén sort rudaí achuirfeá féin i gciseándo Quccija?
c) ar léiriú reachtanna aon chomhlachtaí a bunaíodh le gníomh de chuid na Comhairle, nuair a fhoráiltear sin sna reachtanna sin.
(iii) Nach bhfuil an sealbhóir, arna éileamh air freastal do na riachtanais sin é féin nó trína cheadúnaithe, tar éis an t-éileamh sin a chomhlíonadh;"
Complete duplicates,EUbookshop,44,"FISCHBACH trína chur in iúl dá chomhghleacaithe go gcuireann saoránaigh a gcuid fadhbanna leis na cúirteanna, ar aghaidh go dtí Ombudsman Lucsamburg go minic.
Nuair a bheidh an nós imeachta dá bhforáiltear san Airteagal seo criochnaithe, dearbhóidh Uachtarán an Tionóil go bhfuil glactha go críochnaitheach leis an mbuiséad.
Mar gheall ar úsáid cóicín tá dúshláin nua ann do sheirbhísí san Eoraip a sholáthraíonn cóireáil i leith drugaí.
— oibriú ar na margaí airgeadais, tri cheannach nó díol thar barr amach (spotbheart agus réamhdhéileáil) nó tri chomhaontú atheheannaigh, tri éilimh agus ionstraimí indíolta a thabhairt agus a fháil ar iasacht, bídís ín airgeadraí Comhphobail nó neamhchomhphobail, maille le miotail lómhara;
Is éis aidhm don Aontas fás eacnamaíoch cothromaithe agus cobhsaíocht praghsanna a bhaint amach."
Complete duplicates,EUbookshop,45,"(b) comhar sciobtha éifeachtúil oibríochtúil a chur chun cinn laistigh den Aontas idir na seirbhísí náisiúnta cosanta sibhialta;
Féadfaidh an Coimisiún comhaontuithe a dhéanamh chun na la is s e z p as s e r sin a aithint mar dhoiciméid taistil bhailí i gcríocha tríú Stát.
Bunófar grupa saineolaithe a luaithe a thiocfaidh an Conradh seo i bhfeidhm.
(f) fisic imoibreoirí, dinimic imoibreoirí agus malartú teasa;
Airteagal III-381"
Complete duplicates,EUbookshop,46,"Chun a áirithiú go ngnóthófar nu huidhmeunnu utá leugthu amach sa Chonradh seo:
Lastar na mílte tinechnámh ar an oíche seo, an oíche isgiorra sa bhliain.
A mhéid atá feidhm ag an gCairt maidir leis an Aontas, ciallaíonn sé seo nach mór don Aontas an saoroideachas éigeantach a urramú ina bheartais oiliúna ach, ar ndóigh, ní chruthaíonn sé seo aon chumhachtaí nua.
An chcad mhír mar atá arna leasú le hAirteagal 25.
An aontaíonn tú gur féidir do ghearán a chur ar aghaidh go dtí údarás eile (údarás Eorpach nó náisiúnta) má chinneann an tOmbudsman Eorpach nach bhfuil sé i dteideal déileáil leis?"
Complete duplicates,EUbookshop,47,"Tháinig Ceannairí Stáit nó Rialtais ar chomhaontú, ag cruinniú na Comhairle Eorpaí i Nollaig 2008, go mbeadh Coimisinéir amháin ag gach Ballstát ar an gCoimisiún Eorpach.
— chun a áirithiú go ndéanfar na táirgí, agus go háirithe na cineálacha agus na cáilíochtaí éagsúla guail, a imdháil agus a úsáid ar an dóigh ís fearr ó thaobh na heacnamaíochta;
Is dócha gurb é 'Eotrófú' is cúis leis na neantóga ar fad a bhí mórthimpeall ar Johan.
Cuirfear coiste ar bun ar a mbeidh seachtar arna dtoghadh as measc iarchomhaltaí den Chúirt Bhreithiúnais agus den Chúirt Ghinearálta agus as measc dlíodóirí a bhfuil cumas aitheanta iontu.
An lodai!"
Complete duplicates,EUbookshop,48,"Déanfar taighde chun cur lena bhfuil á dhéanamh ag an Airmheán Comhpháirteach sna réimsí a bhaineann le comhleá núicléach, scaradh iseatóipí seachas úráiniam-235, ceimic, fisic, leictreoíníc, miotalóireacht agus radaibhitheolaíocht.
I gComhdháil na nUachtarán tá cathaoirligh na ngrúpaí polaitiúla agus Uachtarán Pharlaimint na hEorpa.
An 1 Eanáir 2002, tháinig nótaí agus monaí euro in áit airgeadraí náisiúnta.
Déanfaidh na hinstitiúidí eile, aon chomhlachtaí, oifigí nó gníomhaireachtaí a dhéanann bainistíocht ar ioncam nó ar chaiteachas thar ceann an Aontais, aon duine nádúrtha nó dlítheanacha fhaigheann íocaíochtaí ón mbuiséad agus na comhlachtaí náisiúnta iniúchóireachta nó, mura mbíonn na cumhachtaí riachtanacha acu sin, na ranna náisiúnta inniúla, aon doiciméad nó faisnéis is gá chun a cúram a chomhlíonadh a chur ar aghaidh chuig an gCúirt Iniúchóirí, arna iarraidh sin di.
Airteagal III-270"
Complete duplicates,EUbookshop,49,"Ballstáit ar mian leo comhar feabhsaithe a bhunú eatarthu i gceann de na réimsí atá folaithe sa Bhunreacht, amach ó réimsí ina bhfuil inniúlacht eisiach agus ón gcomhbheartas eachtrach agus slándála, díreoidh siad chuig an gCoimisiún iarraidh a shonróidh raon feidhme agus cuspóirí an chomhair fheabhsaithe arna bheartú.
Cruach chóimhiotalach agus cruach ardcharbóin sna foirmeacha a luaitear faoi cheannteidil Uimh.
A GCOIMEÁD I gCUIMHNE DÓIBH an gá atá ann forálacha Airteagal I 41 (2) den Bhunreachta chur chun feidhme go hiomlán,
San fhadtéarma thabharfadh an rannpháirtíocht seo ráthaíocht ar chur i bhfeidhm níos fearr na socruithe adhéantar.
1702/2003 ón gCoimisiún."
Complete duplicates,EUbookshop,50,"Nuair a cheanglaítear ar an gComhairle gniomhú tri thromlach cáilithe, gabhfaidh meáchan mar a leanas le votai a comhaltai:
Tá téacs an Chinnidh ón gComhairle le fáil ar Ich.
Tá taighde Euratom dírithe ar thuiscint níos fearr a thabhairt ar gach gné de shábháilteacht radaíochta.
Cuirfear ar aghaidh chuig institiúidí eile an Chomhphobail i agus foilseofar in íris Oifigiúil an Aontais Eorpaigh i, mar aon le freagraí na n-institiúidí sin ar bharúlacha na Cúirte Iniúchóirí.
Suífidh an Chúirt Bhreithiúnais i ndlí­sheomraí nó i Mór­Dhlísheomra i gcomhréir leis na rialacha arna mbunú chuige sin i Reacht na Cúirte Breithiúnais."
Complete duplicates,Wikipedia,1,"Stair na teoirice adamhaí
1503 - Toghadh an Pápa Iúil II
1 Bealtaine - Species Plantarum, an chéad aicmiú eolaíoch plandaí, foilsithe ag Carolus Linnaeus
32 -
1913 — Cecilia Muñoz-Palma, breitheamh Filipíneach (b. 2006)"
Complete duplicates,Wikipedia,2,"1923 — Larry Storch, fuirseoir Meiriceánach
Rowling, J. K. (5 Meitheamh 2008). """"The Fringe Benefits of Failure, and the Importance of Imagination"""". Harvard Magazine.
1951 — Gabriel de Mhistéal, polaiteoir Éireannach
1942 — John Irving, úrscéalaí agus scríbhneoir scannán Meiriceánach
Eanáir, 03"
Complete duplicates,Wikipedia,3,"Ní raibh an Eaglais sásta leis an dóigh a raibh na bandeirantes—baill na mbandeiras—ag rith damhsa sna cúlriasca, nó choisc an Pápa sa bhliain 1640 an daorthrádáil leis na bundúchasaigh Mheiriceánacha. Ní raibh an toirmeasc seo inchurtha i bhfeidhm, áfach. A mhalairt ar fad, b'éigean do na hÍosánaigh éalú ó São Paulo agus ó chúpla cathair eile, nó bhí an oiread sin feirge ar na bandeirantes le haon duine a raibh baint ar bith aige leis an Eaglais.
1085 — Pápa Greagóir VII, pápa (r.1020/1025)
I rith an chogaidh seo, bhí Sinn Féin i gceann rialtas réabhlóideach na hÉireann. Nuair a shínigh toscairí na hÉireann an Cogadh Angla-Éireannach, áfach, scoilt an páirtí ina dhá chuid. Chaith tromlach na dTeachtaí Dála a gcuid vótaí ar son an Chonartha, 64 vóta ar fad, ach mar sin féin, dhiúltaigh mionlach mór acu don Chonradh, 57 vóta ar fad. Thairis sin, bhí tromlach na nÓglach ag tacú leis an mionlach seo.
Aided Fergusa maic Roig
17 Deireadh Fómhair — Arthur Miller, drámadóir Meiriceánach"
Complete duplicates,Wikipedia,4,"Farraige Lockyer (= Solis Lacus)
An leagan a chuir Uthman in eagar, bhí sé scríofa i leagan moch d'aibítir na hAraibise nach marcálann na fuaimeanna, go háirithe na gutaí, chomh cruinn agus an leagan a úsáidtear in eagráin an lae inniu den leabhar. Lena chinntiú go léifí an téacs ar an mbealach ceart, thosaigh an lucht léinn ag cur nótaí leis an téacs agus ag leasú na scríbhneoireachta Araibise le bheith in ann na gutaí gearra a chur in iúl go neamhdhébhríoch. Téann an fhorbairt seo siar go tús na hochtú haoise, agus bhí sí críochnaithe thart ar an mbliain 900.
1944 — Roger Lloyd Pack, aisteoir Briotanach
λ Oph: tríréalta, ar uillinn Fhear na bPéisteanna
1883 — Daniel Corkery, polaiteoir Éireannach (b. 1961)"
Complete duplicates,Wikipedia,5,"Cailleadh a mháthair idir an dá linn; fuair sí bás ar an 3ú Iúil 1778.
1778 — Robert Emmet, ceannaire réabhlóideach Éireannach (b.1803)
Bhí Nua-Eabhrac ina phríomhchathair i Stáit Aontaithe Mheiriceá ar feadh aistear gearr i ndiaidh Chogadh na Saoirse. Bhí an sclábhaíocht coitianta faoi riail na nOllannach agus na Sasanach araon i gCathair Nua-Eabhrac agus ina lán ceantar faoin tuath. Cuireadh deireadh leis an sclábhaíocht de réir a chéile i ndiaidh Chogadh na Saoirse agus saoradh an duine deireanach díobh sa bhliain 1827.
T2, An Araibis
Association of American Geographers"
Complete duplicates,Wikipedia,6,"Cosmo Lang,
20 Nollaig – D'aithin na Mórchumhachtaí neamhspleáchas na Beilge.
John R. Searle
Tagann an scála grádaithe nua de 8 bpointe in áit an scála 14 pointe ag Ardleibhéal agus Bunleibhéal araon.
1894 — Pyotr Leonidovich Kapitsa, fisiceoir Sóivéadach"
Complete duplicates,Wikipedia,7,"Chuaigh Kohl le polaitíocht go luath ina shaol, agus bhí ina bhall den Pháirtí Críostaí Daonlathach ó 1947. Ghnóthaigh sé céim dochtúra sa stair.
Faigheann Andóra thart ar 80% den olltáirgeacht intíre ón turasóireacht - tugann thart ar 9,000,000 duine cuairt ar Andóra in aghaidh na bliana. Is tearmann cánach í agus tá seirbhísí baincéireachta tábhachtach freisin le hioncam a thabhairt do mhuintir na tíre. Ní ballstát de chuid an Aontais Eorpaigh é. Níl aon táille cánach ar earraí déantúsaíochta ach gearrtar cáin ar earraí talmhaíochta.
Lá Moncaí (Monkey Day)
Biddy Jenkinson
An tSraith ar Lár Sáirséal Ó Marcaigh, Baile Átha Cliath 1967 (gearrscéalta)"
Complete duplicates,Wikipedia,8,"11 Iúil — Joseph Larmor, fisiceoir Éireannach (b. 1942)
1952 — Park Geun-hye, an t-aonú Uachtarán déag den Chóiré Theas
Baile i gContae Liatroma is ea Ceis Charraigín (Keshcarrigan as Béarla).
anfa ar toinn taoibh liom do bhuair mo cheann,
Maidhc Dainín Ó Sé"
Complete duplicates,Wikipedia,9,"1942 — Marcia Wallace, ban-aisteoir Meiriceánach (b. 2013)
An Afraic
1957 — Pat Breen, polaiteoir Éireannach de chuid Fine Gael
Daoine cáiliúla ar rugadh faoin gcomhartha seo iad, nó """"Clann na Gealaí"""" mar a thugtar orthu: George W. Bush, Franka Potente, Liv Tyler, Pamela Anderson agus Tom Cruise.
Take Me To Your Leader (4:43)"
Complete duplicates,Wikipedia,10,"Potosí, Cochabamba y La Paz?
1933 — Michael Caine, aisteoir Sasanach
1942 — Gerald Fitzgibbon, polaiteoir agus breitheamh Éireannach (r. 1866)
1779 — William Lamb, 2nd Viscount Melbourne, Príomh-Aire na Ríochta Aontaithe (b. 1848)
Insítear san Historia Brittonum — a scríobhadh níos luaite ná an Leabhar Gabhála — nach raibh ach trí dhream lonnaitheoirí ar Éirinn: muintir Pharthaláin, muintir Neimhidh, agus na Gaeil.  Déantar trácht ámh ar ceannaire darb ainm Builc agus a mhuintir, a raibh oileán darb ainm Eubonia, a chreidtear gurbh Oileán Mhanann é, bainte aige.  Moltar gur mhéadaigh an Leabhar Gabhála líon na lonnaitheoirí go sé cinn, na Fir Bholg ina measc, chun teacht le  Sex Aetates Mundi."
Complete duplicates,Wikipedia,11,"Nuair a feallmharaíodh Caoimhín Ó hUiginn, dhearc an páirtí air mar fheillbheart mór. B'iad na Poblachtánaigh a mharaigh an tUiginneach agus é ar a shlí abhaile ón Aifreann go luath tar éis an toghcháin.
Chomh maith leis sin, féadfaidh daoine aonair a iarraidh ar an gCúirt gníomh de chuid an Aontais a bhfuil tionchar díreach orthu a neamhniú.
Ar ceann de na Ceithre Sheod ab ea mórchlaíomh Nuadhad, tugtha go hÉirinn óna áit chónaithe i dtuaisceart an domhain.
1981 — Stiofán Cluxton, imreoir peil Ghaelach
1994 - Tháinig daoine bána agus dorcha amach agus vótáil Nelson Mandela mar Uachtarán an Afraic Theas."
Complete duplicates,Wikipedia,12,"Sa bhliain 43 AD, thosaigh gabháil na Rómhánach ar an mBreatain Mhór; i rith na mblianta a lean uirthi seo, d'iomlaoidíodh smacht na hImpireachta Rómhánaí ar chodanna éagsúla an oileáin; is sna codanna is cothroime agus is gaire leis an Mór-Roinn, san Oirthear agus sa Deisceart, áfach, a bhíodh is mó smachta acu; na codanna, den chuid is mó, a d'eireodh i Sasana sa tréimhse tar éis imeachta na hImpireachta. Is na Rómhánaigh a bhunaigh cuid mhór de chathracha Shasana an lae inniu, ina n-áireamh Londain, Eabhrac, agus gach cathair a bhfuil deireadh -chester uirthi as Béarla, leithéidí Manchain (Manchester) agus Colchester.
Príómh-alt:  Cogadh Vítneam
Harvey W. Wiley, (1844-1930), Ceimiceoir
Is é Monarc Shasana, faoin teideal """"Tiarna Mhanann"""", an ceann stáit. Is minic rialtas Londan, mar sin, ag déanamh """"Orduithe sa Chomhairle"""" i dtaobh ghnóthaí an oileáin. Anois is arís athraítear an dlí de réir dhlí Shasana nó, níos minice, de réir rialachán de chuid an Aontais Eorpaigh.
Bhí trí théarma san oifig ag Seán F. Lemass (Fianna Fáil) agus Risteard Mac An Earraigh (Lucht Oibre). Bhí dhá théarma ag Liam Ó Neachtain (Lucht Oibre), agus téarma amháin ag na daoine eile."
